# zmp::izac::GPSRecPlay Ver1.01 (20151024)
# recorder zmp::izac::GPSRecPlay Ver0.0.0-5-g1f7d17d
# sender zmp::izac::AdvancedNavigationGPS Ver0.0.0-12-gb63bd2c-dirty
# logtime, timestamp, availability, latitude, longitude, fixQuality, numSatellites, hdop, altitude, magVariation, heading, direction, speed,
9.944094698000001,2020-02-19 07:32:27.725433,1,0,0,0,0,0,0,0,0,0,0,
9.965213014000001,2020-02-19 07:32:27.746548,1,0,0,0,0,0,0,0,0,0,0,
10.024830786,2020-02-19 07:32:27.806167,1,0,0,0,0,0,0,0,0,0,0,
10.084455223,2020-02-19 07:32:27.865782,1,0,0,0,0,0,0,0,0,0,0,
10.144065349,2020-02-19 07:32:27.925405,1,0,0,0,0,0,0,0,0,0,0,
10.16521326,2020-02-19 07:32:27.946541,1,0,0,0,0,0,0,0,0,0,0,
10.224821766,2020-02-19 07:32:28.006151,1,0,0,0,0,0,0,0,0,0,0,
10.284428606,2020-02-19 07:32:28.065762,1,0,0,0,0,0,0,0,0,0,0,
10.344021623,2020-02-19 07:32:28.125360,1,0,0,0,0,0,0,0,0,0,0,
10.365042463,2020-02-19 07:32:28.146413,1,0,0,0,0,0,0,0,0,0,0,
10.424772761,2020-02-19 07:32:28.206110,1,0,0,0,0,0,0,0,0,0,0,
10.48442263,2020-02-19 07:32:28.265753,1,0,0,0,0,0,0,0,0,0,0,
10.543998084,2020-02-19 07:32:28.325329,1,0,0,0,0,0,0,0,0,0,0,
10.565127312,2020-02-19 07:32:28.346464,1,0,0,0,0,0,0,0,0,0,0,
10.624755703,2020-02-19 07:32:28.406106,1,0,0,0,0,0,0,0,0,0,0,
10.684440312,2020-02-19 07:32:28.465769,1,0,0,0,0,0,0,0,0,0,0,
10.735711359,2020-02-19 07:32:28.517040,1,0,0,0,0,0,0,0,0,0,0,
10.765088736,2020-02-19 07:32:28.546424,1,0,0,0,0,0,0,0,0,0,0,
10.824649466,2020-02-19 07:32:28.606021,1,0,0,0,0,0,0,0,0,0,0,
10.88428013,2020-02-19 07:32:28.665650,1,0,0,0,0,0,0,0,0,0,0,
10.935637427,2020-02-19 07:32:28.716977,1,0,0,0,0,0,0,0,0,0,0,
10.965061802,2020-02-19 07:32:28.746400,1,0,0,0,0,0,0,0,0,0,0,
11.024615318,2020-02-19 07:32:28.805986,1,0,0,0,0,0,0,0,0,0,0,
11.084291046,2020-02-19 07:32:28.865616,1,0,0,0,0,0,0,0,0,0,0,
11.135664409,2020-02-19 07:32:28.917002,1,0,0,0,0,0,0,0,0,0,0,
11.165028805,2020-02-19 07:32:28.946373,1,0,0,0,0,0,0,0,0,0,0,
11.22460301,2020-02-19 07:32:29.005974,1,0,0,0,0,0,0,0,0,0,0,
11.28431314,2020-02-19 07:32:29.065622,1,0,0,0,0,0,0,0,0,0,0,
11.335621539,2020-02-19 07:32:29.116963,1,0,0,0,0,0,0,0,0,0,0,
11.365005553,2020-02-19 07:32:29.146361,1,0,0,0,0,0,0,0,0,0,0,
11.424564332,2020-02-19 07:32:29.205936,1,0,0,0,0,0,0,0,0,0,0,
11.484260169,2020-02-19 07:32:29.265592,1,0,0,0,0,0,0,0,0,0,0,
11.535580677,2020-02-19 07:32:29.316920,1,0,0,0,0,0,0,0,0,0,0,
11.564898924,2020-02-19 07:32:29.346269,1,0,0,0,0,0,0,0,0,0,0,
11.624581396,2020-02-19 07:32:29.405932,1,0,0,0,0,0,0,0,0,0,0,
11.684199414,2020-02-19 07:32:29.465570,1,0,0,0,0,0,0,0,0,0,0,
11.735528601,2020-02-19 07:32:29.516850,1,0,0,0,0,0,0,0,0,0,0,
11.764950873,2020-02-19 07:32:29.546265,1,0,0,0,0,0,0,0,0,0,0,
11.824568951,2020-02-19 07:32:29.605940,1,0,0,0,0,0,0,0,0,0,0,
11.884199125,2020-02-19 07:32:29.665546,1,0,0,0,0,0,0,0,0,0,0,
11.935533549,2020-02-19 07:32:29.716873,1,0,0,0,0,0,0,0,0,0,0,
11.964914387,2020-02-19 07:32:29.746226,1,0,0,0,0,0,0,0,0,0,0,
12.024550814,2020-02-19 07:32:29.805869,1,0,0,0,0,0,0,0,0,0,0,
12.084209698,2020-02-19 07:32:29.865514,1,0,0,0,0,0,0,0,0,0,0,
12.135489975,2020-02-19 07:32:29.916856,1,0,0,0,0,0,0,0,0,0,0,
12.16483902,2020-02-19 07:32:29.946211,1,0,0,0,0,0,0,0,0,0,0,
12.224628317,2020-02-19 07:32:30.005839,1,0,0,0,0,0,0,0,0,0,0,
12.284149226,2020-02-19 07:32:30.065475,1,0,0,0,0,0,0,0,0,0,0,
12.335563742,2020-02-19 07:32:30.116881,1,0,0,0,0,0,0,0,0,0,0,
12.364884706,2020-02-19 07:32:30.146202,1,0,0,0,0,0,0,0,0,0,0,
12.424614453,2020-02-19 07:32:30.205923,1,0,0,0,0,0,0,0,0,0,0,
12.475828148,2020-02-19 07:32:30.257149,1,0,0,0,0,0,0,0,0,0,0,
12.535360309,2020-02-19 07:32:30.316731,1,0,0,0,0,0,0,0,0,0,0,
12.564814958,2020-02-19 07:32:30.346177,1,0,0,0,0,0,0,0,0,0,0,
12.624430424,2020-02-19 07:32:30.405772,1,0,0,0,0,0,0,0,0,0,0,
12.675698861,2020-02-19 07:32:30.457071,1,0,0,0,0,0,0,0,0,0,0,
12.735419353,2020-02-19 07:32:30.516758,1,0,0,0,0,0,0,0,0,0,0,
12.76477756,2020-02-19 07:32:30.546136,1,0,0,0,0,0,0,0,0,0,0,
12.82440326,2020-02-19 07:32:30.605775,1,0,0,0,0,0,0,0,0,0,0,
12.875714038,2020-02-19 07:32:30.657086,1,0,0,0,0,0,0,0,0,0,0,
12.935400014,2020-02-19 07:32:30.716753,1,0,0,0,0,0,0,0,0,0,0,
12.964766258,2020-02-19 07:32:30.746137,1,0,0,0,0,0,0,0,0,0,0,
13.024350576,2020-02-19 07:32:30.805720,1,0,0,0,0,0,0,0,0,0,0,
13.075783377,2020-02-19 07:32:30.857086,1,0,0,0,0,0,0,0,0,0,0,
13.135405434,2020-02-19 07:32:30.916735,1,0,0,0,0,0,0,0,0,0,0,
13.16475903,2020-02-19 07:32:30.946126,1,0,0,0,0,0,0,0,0,0,0,
13.224379524,2020-02-19 07:32:31.005702,1,0,0,0,0,0,0,0,0,0,0,
13.275667321,2020-02-19 07:32:31.057039,1,0,0,0,0,0,0,0,0,0,0,
13.335335949,2020-02-19 07:32:31.116643,1,0,0,0,0,0,0,0,0,0,0,
13.364649181,2020-02-19 07:32:31.146020,1,0,0,0,0,0,0,0,0,0,0,
13.424277033,2020-02-19 07:32:31.205648,1,0,0,0,0,0,0,0,0,0,0,
13.475667467,2020-02-19 07:32:31.257003,1,0,0,0,0,0,0,0,0,0,0,
13.535315569,2020-02-19 07:32:31.316655,1,0,0,0,0,0,0,0,0,0,0,
13.564643937,2020-02-19 07:32:31.346015,1,0,0,0,0,0,0,0,0,0,0,
13.624294675,2020-02-19 07:32:31.405665,1,0,0,0,0,0,0,0,0,0,0,
13.675654295,2020-02-19 07:32:31.456988,1,0,0,0,0,0,0,0,0,0,0,
13.735233309,2020-02-19 07:32:31.516600,1,0,0,0,0,0,0,0,0,0,0,
13.764651318,2020-02-19 07:32:31.546001,1,0,0,0,0,0,0,0,0,0,0,
13.824268738,2020-02-19 07:32:31.605603,1,0,0,0,0,0,0,0,0,0,0,
13.875620184,2020-02-19 07:32:31.656954,1,0,0,0,0,0,0,0,0,0,0,
13.935215998,2020-02-19 07:32:31.716557,1,0,0,0,0,0,0,0,0,0,0,
13.964619232,2020-02-19 07:32:31.745989,1,0,0,0,0,0,0,0,0,0,0,
14.015983949,2020-02-19 07:32:31.797319,1,0,0,0,0,0,0,0,0,0,0,
14.075666728,2020-02-19 07:32:31.856997,1,0,0,0,0,0,0,0,0,0,0,
14.135275204,2020-02-19 07:32:31.916579,1,0,0,0,0,0,0,0,0,0,0,
14.164630808,2020-02-19 07:32:31.945984,1,0,0,0,0,0,0,0,0,0,0,
14.215981897,2020-02-19 07:32:31.997308,1,0,0,0,0,0,0,0,0,0,0,
14.275596178,2020-02-19 07:32:32.056914,1,0,0,0,0,0,0,0,0,0,0,
14.335180806,2020-02-19 07:32:32.116509,1,0,0,0,0,0,0,0,0,0,0,
14.364600988,2020-02-19 07:32:32.145920,1,0,0,0,0,0,0,0,0,0,0,
14.415947428,2020-02-19 07:32:32.197262,1,0,0,0,0,0,0,0,0,0,0,
